PC1,PC2,Cluster
-2.1302157316961092,-2.394495020726875,1
-0.8030994488275134,0.40673342288032527,3
-1.5398218741058176,-0.6664076067790375,1
-0.857406423398431,0.6677164388656132,3
-1.4597339039923822,0.42389651299553643,3
0.08378825807080859,0.00954208919149521,0
2.2506132778516985,-0.45160046784308994,0
0.6050109947348169,-0.6621969276415035,0
-1.8796897744760461,0.25067223596855487,3
1.6671381607465474,0.3953489968376827,2
1.940553327005958,-0.24615858288019632,0
-0.961021359854374,0.4503392556227122,3
-1.5091550384684467,1.0927302429460928,3
-0.2533147658028051,-0.01782549272920718,3
-1.60346969836006,0.8893741831966016,3
-1.8173687096554363,1.7486680799325778,3
-1.9963865937047023,-1.5082349436239628,1
0.6875426404364244,-1.7382329450249925,0
0.8475501068879846,-0.6918476288715081,0
-0.4656024632853439,0.21549607577525431,3
-2.131930753486036,0.23745531309380477,3
0.08272406778182746,0.6494076349854877,3
2.5348703634185603,1.9466168994695845,2
-0.37305049659126555,0.8694822219041213,3
0.09126247004636184,0.023408469979594844,0
1.7946884744285396,-0.667378649534566,0
2.8141148505309093,0.41824712499606215,2
-0.33157473079001426,-0.8758170352906455,1
-0.06713106388976159,-0.23675643542751368,0
2.1661878340827903,-0.014531167638755714,2
2.0975920587967245,-0.6691353582246518,0
-2.1860975398394875,-0.6348454697873284,1
1.252003438016037,-1.1009278653128638,0
0.18514929513697756,0.43090917431627673,2
0.747809437156117,1.7369663315148014,2
-2.0028016571063536,0.6444875020709847,3
1.9489828795992983,-0.8577314522211658,0
1.281876872511911,-2.628033342351399,0
-0.2316610098542499,1.0583433247124483,3
1.093904458810569,0.8771001252153512,2
-1.0715406385990054,-0.013897523085757882,1
2.0569655629444883,-1.7735036667738153,0
-1.282080505759353,0.845173593564744,3
-1.0377108069592647,1.7450145600537965,3
-1.4349773370344288,1.1068522777703484,3
0.2193520858663839,1.0704685048504914,2
-1.4046577542745529,-0.42048075622217096,1
-1.8293863195928715,1.7487072956175027,3
0.4984505146927766,-0.647282093609692,0
-1.491592471096998,0.8746803673049083,3
-0.7911973491234503,0.2169637461433259,3
0.766849783325433,-0.8945576409172609,0
-0.9817643597801463,1.0761884216315774,3
-1.0665798774468338,0.6260729489223479,3
-0.4271598251793196,0.6231747135737044,3
0.8724572150901042,-0.009061131117598223,0
0.9574522997988045,-0.4172026733904732,0
-0.7654633375111786,1.2933260899731183,3
-0.852669270423137,-2.1679373984133985,1
-2.329943103154562,1.1108628559671845,3
-1.020555248394723,0.1895464858205924,3
0.2806536591196048,1.506497500455499,2
1.224578694209413,-0.6648350287770916,0
0.037717131226579076,0.22730967227242457,3
1.3186723640888567,0.20731655985814018,2
-1.0534328213735278,3.2578754755491017,3
1.8755814549684808,1.5132280829140992,2
1.1665449824850422,1.0807293208138644,2
-0.004217468488433993,0.6498396347852963,3
2.0289303957217837,-1.3234413420272895,0
1.380111981003995,-1.7414674382512265,0
-0.4960238801390324,0.18697431410905693,3
-0.43734967610282693,-1.2972160824103833,1
-0.5333724873710003,1.0882869482572595,3
1.8413908492197864,0.1905657328556729,2
1.255923900013236,-0.2286968947324671,0
0.6730815129241744,0.238806092404505,2
-2.1438940492018164,-0.8389421872182884,1
1.0012010694943607,0.6451540261144175,2
-0.3551446551482957,1.3056348850671664,3
0.21273785721642385,-0.4420042916536258,0
-1.0076711507318414,0.8296356564929411,3
0.8965490365077747,-1.9576462552225204,0
-0.38668959297083544,-1.3403204928682153,1
0.35573479924035717,0.02219588089793973,0
0.38093559684725303,1.3022447869475116,2
-0.8407831461708547,-0.015015131585007876,3
-0.5395059348343203,-0.4385715612942393,1
1.8013140425639718,0.1907691625692074,2
1.7036243263620983,-0.012480952319968949,2
-1.7181435566182597,-1.08761027923101,1
1.5170950244458303,-0.4619070639496277,0
-0.8516393696982775,-0.45144522231520795,1
-0.3129476972830533,0.44719435195126195,3
0.9907640328937447,-0.44584199301315797,0
-0.18025171606610885,1.1008846491637208,3
-0.46432871568937667,0.21585451380418155,3
